target_dialect,opcode,standard_span,dialect_span,n_occurrences,n_distinct_samples,tasks,example_sample_ids,category
PNT1,replace,chó,chóa,1,1,SENT,SENT_5407,Predicate vocabulary
PNT1,replace,chôm,trộm,1,1,SENT,SENT_1485,Predicate vocabulary
PNT1,replace,chùa,chù,1,1,MCQA,MCQA_0014_1,Predicate vocabulary
PNT1,replace,chúng tôi,bọn tau,1,1,NLI,NLI_1114,Pronouns
PNT1,replace,chơi gì,chi,1,1,MCQA,MCQA_0080_0,Interrogatives
PNT1,replace,chồng,chòng,1,1,MCQA,MCQA_0030_1,Orthographic variant
PNT1,replace,chứ,chớ,1,1,SENT,SENT_0192,Orthographic variant
PNT1,replace,chừng,khéo lại,1,1,SENT,SENT_1655,Noise/Non-linguistic
PNT1,replace,chửi,bới,1,1,SENT,SENT_4885,Predicate vocabulary
PNT1,replace,cmm,chết cụ,1,1,SENT,SENT_4964,Noise/Non-linguistic
PNT1,replace,con,cuân,1,1,NLI,NLI_0521,Kinship/Honorific terms
PNT1,replace,con kiếm,coan kím,1,1,MCQA,MCQA_0039_4,Kinship/Honorific terms
PNT1,replace,có,cúa,1,1,NLI,NLI_3951,Predicate vocabulary
PNT1,replace,các chế,bọn mi,1,1,SENT,SENT_3249,Pronouns
PNT1,replace,"cây""",cây”,1,1,MCQA,MCQA_0072_2,Predicate vocabulary
PNT1,replace,"cây"" ""người",cây” “người,1,1,MCQA,MCQA_0072_2,Predicate vocabulary
PNT1,replace,có,cúa cấy,1,1,NLI,NLI_2313,Demonstratives/Deixis
PNT1,replace,có điểm,cúa đỉm,1,1,NLI,NLI_0959,Predicate vocabulary
PNT1,replace,"có"" ""em",có” “em,1,1,MCQA,MCQA_0072_2,Pronouns
PNT1,replace,cũng,củng,1,1,SENT,SENT_0572,Predicate vocabulary
PNT1,replace,của,cũa,1,1,QA,QA_12824,Orthographic variant
PNT1,replace,cức,cứt,1,1,SENT,SENT_1971,Predicate vocabulary
PNT1,replace,diễn,diển,1,1,NLI,NLI_4916,Predicate vocabulary
PNT1,replace,do chưa đóng,doa chư đuống,1,1,NLI,NLI_0240,Negation/Function words
PNT1,replace,dàn,dần,1,1,QA,QA_24045,Orthographic variant
PNT1,replace,dơ,bẩn,1,1,SENT,SENT_4768,Predicate vocabulary
PNT1,replace,dưới,dứi,1,1,MCQA,MCQA_0137_1,Predicate vocabulary
PNT1,replace,dịu,bớt,1,1,MCQA,MCQA_0016_0,Predicate vocabulary
PNT1,replace,dữ,ghê,1,1,SENT,SENT_2148,Predicate vocabulary
PNT1,replace,dữ,gớm,1,1,SENT,SENT_4959,Predicate vocabulary
PNT1,replace,em,eim,1,1,MCQA,MCQA_0042_2,Pronouns
PNT1,replace,em,mi,1,1,MCQA,MCQA_0104_4,Pronouns
PNT1,replace,eo,éo,1,1,SENT,SENT_3243,Noise/Non-linguistic
PNT1,replace,ghi đông,tay xe,1,1,MCQA,MCQA_0127_3,Predicate vocabulary
PNT1,replace,giải,giãi,1,1,NLI,NLI_3739,Predicate vocabulary
PNT1,replace,giải thưởng,giãi thưỡng,1,1,NLI,NLI_7826,Predicate vocabulary
PNT1,replace,giỏi,giuổi,1,1,NLI,NLI_1639,Predicate vocabulary
PNT1,replace,giữa,giửa,1,1,NLI,NLI_6323,Predicate vocabulary
PNT1,replace,gì,chi cả,1,1,MCQA,MCQA_0152_0,Interrogatives
PNT1,replace,gọi,gọai,1,1,QA,QA_10332,Predicate vocabulary
PNT1,replace,hoạ,họa,1,1,SENT,SENT_0534,Orthographic variant
PNT1,replace,hám,tham,1,1,SENT,SENT_3520,Predicate vocabulary
PNT1,replace,háo,hoá,1,1,QA,QA_23724,Predicate vocabulary
PNT1,replace,hóa,húa,1,1,NLI,NLI_0337,Predicate vocabulary
PNT1,replace,hương,hưng,1,1,MCQA,MCQA_0043_3,Predicate vocabulary
PNT1,replace,hưởng quyền,hửng quỳn,1,1,NLI,NLI_0240,Predicate vocabulary
PNT1,replace,hạnh phục,hành phúc,1,1,NLI,NLI_0521,Predicate vocabulary
PNT1,replace,hỏa,hoã,1,1,NLI,NLI_2559,Predicate vocabulary
PNT1,replace,hỏi,huổi,1,1,MCQA,MCQA_0036_5,Predicate vocabulary
PNT1,replace,hỏi,hõi,1,1,NLI,NLI_7858,Predicate vocabulary
PNT1,replace,inh,minh,1,1,MCQA,MCQA_0056_2,Predicate vocabulary
PNT1,replace,khiến,khín,1,1,MCQA,MCQA_0116_5,Noise/Non-linguistic
PNT1,replace,khuyên,dặn,1,1,MCQA,MCQA_0137_3,Noise/Non-linguistic
PNT1,replace,khó,khúa,1,1,MCQA,MCQA_0137_1,Noise/Non-linguistic
PNT1,replace,khỏi,thể không,1,1,NLI,NLI_5143,Noise/Non-linguistic
PNT1,replace,khổng,không,1,1,NLI,NLI_3211,Noise/Non-linguistic
PNT1,replace,kia,di,1,1,SENT,SENT_0814,Noise/Non-linguistic
PNT1,replace,kia,tê,1,1,SENT,SENT_0835,Noise/Non-linguistic
PNT1,replace,kkkkk,kkk hhehehehe,1,1,SENT,SENT_4809,Noise/Non-linguistic
PNT1,replace,lao,phóng,1,1,MCQA,MCQA_0127_3,Predicate vocabulary
PNT1,replace,leo,lieo,1,1,MCQA,MCQA_0014_1,Predicate vocabulary
PNT1,replace,liên,lin,1,1,MCQA,MCQA_0039_4,Predicate vocabulary
PNT1,replace,luyện,liệng,1,1,MCQA,MCQA_0004_3,Orthographic variant
PNT1,replace,luôn,cứ,1,1,MCQA,MCQA_0056_1,Predicate vocabulary
PNT1,replace,làm như thế nào,mằn răng,1,1,MCQA,MCQA_0114_1,Interrogatives
PNT1,replace,làm sao,mần răng,1,1,SENT,SENT_1908,Interrogatives
PNT1,replace,lên,vô,1,1,MCQA,MCQA_0114_1,Connectives/Aspect markers
PNT1,replace,lí,lý,1,1,NLI,NLI_0511,Predicate vocabulary
PNT1,replace,lúa,lú,1,1,MCQA,MCQA_0042_7,Orthographic variant
PNT1,replace,lười biếng,lừi bíng,1,1,MCQA,MCQA_0041_5,Predicate vocabulary
PNT1,replace,lạ,cách,1,1,SENT,SENT_2308,Predicate vocabulary
PNT1,replace,lập tức,luôn,1,1,NLI,NLI_6960,Connectives/Aspect markers
PNT1,replace,lộn,nhau,1,1,SENT,SENT_3618,Predicate vocabulary
PNT1,replace,m,mi,1,1,SENT,SENT_3520,Noise/Non-linguistic
PNT1,replace,mang thai,có bầu,1,1,NLI,NLI_4217,Predicate vocabulary
PNT1,replace,miêu,miu,1,1,MCQA,MCQA_0020_2,Predicate vocabulary
PNT1,replace,miệt,kì,1,1,NLI,NLI_1767,Noise/Non-linguistic
PNT1,replace,mong muốn,ưng,1,1,NLI,NLI_3108,Predicate vocabulary
PNT1,replace,moá,mẹ,1,1,SENT,SENT_5315,Predicate vocabulary
PNT1,replace,mày phì đâu,mi béo mô,1,1,SENT,SENT_5251,Pronouns
PNT1,replace,má,mẹ,1,1,SENT,SENT_2148,Kinship/Honorific terms
PNT1,replace,mùa hè,mù hiè,1,1,MCQA,MCQA_0014_1,Predicate vocabulary
PNT1,replace,mắc,bị,1,1,NLI,NLI_5167,Predicate vocabulary
PNT1,replace,mươi,mưi,1,1,QA,QA_10377,Predicate vocabulary
PNT1,replace,mẫu,mẩu,1,1,MCQA,MCQA_0047_4,Predicate vocabulary
PNT1,replace,mắng,bới,1,1,SENT,SENT_4861,Predicate vocabulary
PNT1,replace,mắng mỏ và bêu riếu,chửi bới với bếu rếu,1,1,NLI,NLI_0459,Connectives/Aspect markers
PNT1,replace,mặt,mặc,1,1,MCQA,MCQA_0081_4,Predicate vocabulary
PNT1,replace,mẹ,miẹ,1,1,MCQA,MCQA_0039_4,Kinship/Honorific terms
PNT1,replace,mỏi gì,mõi chi,1,1,NLI,NLI_4266,Interrogatives
PNT1,replace,nghe,nghie,1,1,MCQA,MCQA_0037_2,Predicate vocabulary
PNT1,replace,nghe người,nghie ngừi,1,1,MCQA,MCQA_0037_4,Predicate vocabulary
PNT1,replace,ngon,ngoan,1,1,MCQA,MCQA_0039_4,Predicate vocabulary
PNT1,replace,ngàng,hàng mà,1,1,SENT,SENT_1485,Connectives/Aspect markers
PNT1,replace,ngày,ngay,1,1,NLI,NLI_1420,Orthographic variant
PNT1,replace,ngáo,dở,1,1,SENT,SENT_5008,Predicate vocabulary
PNT1,replace,người,đứa,1,1,SENT,SENT_5008,Pronouns
PNT1,replace,ngỡ,ngở,1,1,NLI,NLI_4394,Predicate vocabulary
PNT1,replace,ngửa,ngữa,1,1,NLI,NLI_4394,Predicate vocabulary
PNT1,replace,nhiệm,nhịm,1,1,NLI,NLI_0448,Predicate vocabulary
PNT1,replace,nhé nhỉ,như,1,1,SENT,SENT_0534,Discourse particles
PNT1,replace,nhờ,ngờ,1,1,MCQA,MCQA_0065_2,Predicate vocabulary
PNT1,replace,những,mấy,1,1,MCQA,MCQA_0072_2,Demonstratives/Deixis
PNT1,replace,những,nhửng,1,1,NLI,NLI_2948,Demonstratives/Deixis
PNT1,replace,nuối,núi,1,1,MCQA,MCQA_0025_9,Predicate vocabulary
PNT1,replace,nào cũng,mô củng,1,1,SENT,SENT_0626,Interrogatives
PNT1,replace,nào đã,mô đả,1,1,QA,QA_17758,Orthographic variant
PNT1,replace,nào đó,môđó,1,1,SENT,SENT_4155,Interrogatives
PNT1,replace,này cơ cực thật đấy,ni khổ kinh,1,1,SENT,SENT_1626,Demonstratives/Deixis
PNT1,replace,này đời,ni đơì,1,1,SENT,SENT_0534,Demonstratives/Deixis
PNT1,replace,nên đã,niên đả,1,1,QA,QA_17724,Orthographic variant
PNT1,replace,nó,nóa,1,1,SENT,SENT_5407,Pronouns
PNT1,replace,nói gì,nuối chi,1,1,MCQA,MCQA_0025_10,Interrogatives
PNT1,replace,nóng,sốt,1,1,NLI,NLI_2198,Predicate vocabulary
PNT1,replace,nũa,nữa,1,1,SENT,SENT_3273,Orthographic variant
PNT1,replace,nước,nác,1,1,MCQA,MCQA_0055_1,Orthographic variant
PNT1,replace,nặn,nạn,1,1,SENT,SENT_4964,Predicate vocabulary
PNT1,replace,or,hoặc,1,1,SENT,SENT_0237,Noise/Non-linguistic
PNT1,replace,phiên,phin,1,1,MCQA,MCQA_0043_3,Predicate vocabulary
PNT1,replace,phân biệt,nhận biết,1,1,SENT,SENT_1146,Predicate vocabulary
PNT1,replace,quá,quớ,1,1,MCQA,MCQA_0010_1,Predicate vocabulary
PNT1,replace,quản,quãn,1,1,NLI,NLI_0516,Predicate vocabulary
PNT1,replace,răng,sao,1,1,SENT,SENT_0572,Interrogatives
PNT1,replace,rược,đuổi,1,1,SENT,SENT_2938,Predicate vocabulary
PNT1,replace,sao,răng mà,1,1,SENT,SENT_1098,Interrogatives
PNT1,replace,sao cha,răng bố,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNT1,replace,sản của,sãn cũa,1,1,NLI,NLI_5735,Predicate vocabulary
PNT1,replace,sẽ,sẻ,1,1,NLI,NLI_5366,Orthographic variant
PNT1,replace,sẽ nói cho,sĩa nuối choa,1,1,MCQA,MCQA_0030_1,Pronouns
PNT1,replace,sử dụng,dùng,1,1,MCQA,MCQA_0104_4,Predicate vocabulary
PNT1,replace,sự,lúc,1,1,MCQA,MCQA_0127_3,Connectives/Aspect markers
PNT1,replace,ta,cơ,1,1,SENT,SENT_1172,Noise/Non-linguistic
PNT1,replace,tao tao,tau tau,1,1,SENT,SENT_5315,Pronouns
PNT1,replace,tao vậy,tau ri,1,1,SENT,SENT_1098,Pronouns
PNT1,replace,thiếu thiếu,thíu thíu,1,1,SENT,SENT_0626,Predicate vocabulary
PNT1,replace,thiệt,thặc,1,1,SENT,SENT_0343,Predicate vocabulary
PNT1,replace,thuẫn,thuẩn,1,1,QA,QA_26462,Predicate vocabulary
PNT1,replace,thể gắn,thễ lắp,1,1,NLI,NLI_3915,Predicate vocabulary
PNT1,replace,thôi thúc,giục,1,1,MCQA,MCQA_0137_3,Discourse particles
PNT1,replace,thương,thưng,1,1,MCQA,MCQA_0042_7,Predicate vocabulary
PNT1,replace,thấy cảm,thấybiết,1,1,SENT,SENT_2507,Predicate vocabulary
PNT1,replace,thật đấy,vải luôn ấy,1,1,SENT,SENT_1093,Demonstratives/Deixis
PNT1,replace,thế,di,1,1,SENT,SENT_5154,Noise/Non-linguistic
PNT1,replace,thế nhỉ,rứa nhể,1,1,SENT,SENT_1338,Interrogatives
PNT1,replace,thế nào,cái chi,1,1,QA,QA_19250,Interrogatives
PNT1,replace,thế nào,như răng,1,1,QA,QA_27000,Interrogatives
PNT1,replace,thế nào,ri,1,1,SENT,SENT_2129,Interrogatives
PNT1,replace,thế này,ri,1,1,SENT,SENT_0462,Interrogatives
PNT1,replace,thể,thễ,1,1,NLI,NLI_0647,Predicate vocabulary
PNT1,replace,thụt,trượt,1,1,SENT,SENT_2217,Predicate vocabulary
PNT1,replace,tiên,tin,1,1,QA,QA_10332,Predicate vocabulary
PNT1,replace,toác,hoang,1,1,SENT,SENT_1338,Predicate vocabulary
PNT1,replace,toán,tón,1,1,MCQA,MCQA_0042_7,Predicate vocabulary
PNT1,replace,triển,triễn,1,1,NLI,NLI_4176,Predicate vocabulary
PNT1,replace,trong,troong,1,1,QA,QA_10332,Predicate vocabulary
PNT1,replace,trrong gia,trong giai,1,1,QA,QA_10410,Predicate vocabulary
PNT1,replace,truang,trung,1,1,QA,QA_23724,Predicate vocabulary
PNT1,replace,trâu,tru,1,1,MCQA,MCQA_0020_1,Orthographic variant
PNT1,replace,trước,tước,1,1,MCQA,MCQA_0010_1,Predicate vocabulary
PNT1,replace,trịu,trọi,1,1,MCQA,MCQA_0002_4,Orthographic variant
PNT1,replace,tuyết,tuỵt,1,1,NLI,NLI_0337,Predicate vocabulary
PNT1,replace,tát,vả,1,1,SENT,SENT_4494,Predicate vocabulary
PNT1,replace,tính thân,tinh thần,1,1,NLI,NLI_5368,Predicate vocabulary
PNT1,replace,tư tao,tự tạo,1,1,SENT,SENT_0572,Pronouns
PNT1,replace,tại sao,răng mà,1,1,SENT,SENT_0835,Interrogatives
PNT1,replace,tử,tữ,1,1,QA,QA_1203,Predicate vocabulary
PNT1,replace,viên,vin,1,1,MCQA,MCQA_0116_5,Predicate vocabulary
PNT1,replace,và,lẫn,1,1,MCQA,MCQA_0104_4,Connectives/Aspect markers
PNT1,replace,và,rồi,1,1,MCQA,MCQA_0091_0,Connectives/Aspect markers
PNT1,replace,vâng,nghe,1,1,MCQA,MCQA_0056_2,Discourse particles
PNT1,replace,vẫn,vần,1,1,MCQA,MCQA_0072_2,Orthographic variant
PNT1,replace,vậy nên,di niên,1,1,NLI,NLI_3269,Demonstratives/Deixis
PNT1,replace,xem,cuôi,1,1,SENT,SENT_1626,Predicate vocabulary
PNT1,replace,xem,xiêm,1,1,SENT,SENT_1894,Predicate vocabulary
PNT1,replace,xem cái này,xiêm cấy ni,1,1,SENT,SENT_0070,Demonstratives/Deixis
PNT1,replace,xuống suối,xún súi,1,1,MCQA,MCQA_0151_1,Predicate vocabulary
PNT1,replace,xác đáng,minh bạch,1,1,NLI,NLI_5143,Predicate vocabulary
PNT1,replace,xò lông,dẩm,1,1,SENT,SENT_1579,Predicate vocabulary
PNT1,replace,ù,cố,1,1,SENT,SENT_0696,Predicate vocabulary
PNT1,replace,đi,đẫy,1,1,NLI,NLI_4233,Predicate vocabulary
PNT1,replace,điều,việc,1,1,MCQA,MCQA_0137_3,Predicate vocabulary
PNT1,replace,điện,địn,1,1,MCQA,MCQA_0037_4,Predicate vocabulary
PNT1,replace,đuổi,đủi,1,1,MCQA,MCQA_0043_3,Predicate vocabulary
PNT1,replace,đánh,nhể oánh,1,1,SENT,SENT_1971,Predicate vocabulary
PNT1,replace,đánh,oách,1,1,SENT,SENT_1971,Predicate vocabulary
PNT1,replace,đánh cắp,lấy trộm,1,1,MCQA,MCQA_0114_1,Predicate vocabulary
PNT1,replace,đâu,chi mà,1,1,MCQA,MCQA_0060_2,Interrogatives
PNT1,replace,đấy,đấ,1,1,SENT,SENT_1192,Demonstratives/Deixis
PNT1,replace,đến,tới,1,1,MCQA,MCQA_0095_1,Connectives/Aspect markers
PNT1,replace,đọc,đuộc,1,1,SENT,SENT_0462,Predicate vocabulary
PNT1,replace,đủ,đũ,1,1,NLI,NLI_4176,Predicate vocabulary
PNT1,replace,ảnh hưởng khủng,ãnh hưỡng khũng,1,1,SENT,SENT_0534,Idiomatic expressions
PNT1,replace,“tôi,“tau,1,1,MCQA,MCQA_0152_3,Pronouns
PNT2,replace,vào,vô,58,50,MCQA; NLI; QA; SENT,MCQA_0013_4; MCQA_0016_0; MCQA_0041_5; MCQA_0047_2; MCQA_0074_5,Connectives/Aspect markers
PNT2,replace,như thế nào,a răng,29,29,MCQA; QA,MCQA_0018_4; MCQA_0018_6; MCQA_0025_9; MCQA_0036_5; MCQA_0042_7,Interrogatives
PNT2,replace,đã làm gì,đạ mần chi,11,11,MCQA; QA,MCQA_0037_2; MCQA_0043_3; MCQA_0048_5; MCQA_0055_0; MCQA_0091_1,Interrogatives
PNT2,replace,bảo,kêu,7,2,MCQA,MCQA_0030_1; MCQA_0074_5,Noise/Non-linguistic
PNT2,replace,các,mấy,6,6,MCQA; NLI; QA,MCQA_0018_6; NLI_1921; NLI_3951; QA_17995; QA_20495,Demonstratives/Deixis
PNT2,replace,gái,gấy,6,3,MCQA; NLI; SENT,MCQA_0056_1; NLI_6350; SENT_5441,Orthographic variant
PNT2,replace,người,ngài,6,6,MCQA; NLI; QA; SENT,NLI_6169; QA_9637; SENT_3763; SENT_4445; MCQA_0010_1,Predicate vocabulary
PNT2,replace,nước,nác,6,1,MCQA,MCQA_0096_0,Orthographic variant
PNT2,replace,vì,tại,6,3,MCQA,MCQA_0016_0; MCQA_0010_1; MCQA_0012_5,Connectives/Aspect markers
PNT2,replace,chúng,nhà,5,3,MCQA; NLI,MCQA_0065_5; MCQA_0148_3; NLI_2313,Pronouns
PNT2,replace,như thế nào,ra răng,5,5,NLI; QA,QA_15627; QA_20495; QA_22836; NLI_0729; QA_12099,Interrogatives
PNT2,replace,như thế nào,ơ răng,5,5,MCQA; QA,MCQA_0116_5; QA_15710; QA_19329; QA_26901; QA_6664,Interrogatives
PNT2,replace,ngày,ngay,4,2,MCQA,MCQA_0077_0; MCQA_0012_0,Orthographic variant
PNT2,replace,tại,lộ,4,4,NLI; QA,NLI_5263; QA_22617; QA_23978; QA_4887,Connectives/Aspect markers
PNT2,replace,cái này,cấy ni,3,3,SENT,SENT_1771; SENT_4790; SENT_5531,Demonstratives/Deixis
PNT2,replace,gì đã,chi đạ,3,3,MCQA,MCQA_0020_1; MCQA_0030_3; MCQA_0138_5,Interrogatives
PNT2,replace,mình,chắc,3,2,MCQA,MCQA_0042_2; MCQA_0077_0,Pronouns
PNT2,replace,như thế nào,à răng,3,3,MCQA; QA,MCQA_0065_2; MCQA_0148_3; QA_27033,Interrogatives
PNT2,replace,ruộng,rọng,3,1,MCQA,MCQA_0096_0,Orthographic variant
PNT2,replace,vì cậu,tại lạo,3,1,MCQA,MCQA_0077_0,Pronouns
PNT2,replace,cô,con,2,2,MCQA; NLI,MCQA_0056_2; NLI_7901,Pronouns
PNT2,replace,cùng,với,2,2,MCQA; SENT,MCQA_0077_0; SENT_0958,Connectives/Aspect markers
PNT2,replace,giờ,dừ,2,2,SENT,SENT_3023; SENT_4035,Orthographic variant
PNT2,replace,giữa,trửa,2,2,MCQA,MCQA_0123_0; MCQA_0151_3,Orthographic variant
PNT2,replace,heo,lợn,2,1,SENT,SENT_4035,Predicate vocabulary
PNT2,replace,nhau,chắc,2,1,MCQA,MCQA_0123_0,Predicate vocabulary
PNT2,replace,những,mấy cấy,2,2,MCQA; NLI,NLI_2899; MCQA_0002_4,Demonstratives/Deixis
PNT2,replace,những,nhửng,2,2,MCQA; NLI,MCQA_0137_3; NLI_0448,Demonstratives/Deixis
PNT2,replace,nào làm,mô mần,2,2,NLI,NLI_3269; NLI_6155,Interrogatives
PNT2,replace,nữa,nửa,2,2,QA,QA_19280; QA_3410,Orthographic variant
PNT2,replace,rằng,là,2,2,MCQA; NLI,MCQA_0100_1; NLI_1921,Predicate vocabulary
PNT2,replace,tao không,tau nỏ,2,2,SENT,SENT_1410; SENT_3763,Pronouns
PNT2,replace,thẹo,sẹo,2,1,SENT,SENT_1146,Predicate vocabulary
PNT2,replace,trâu,tru,2,2,MCQA,MCQA_0020_1; MCQA_0087_0,Orthographic variant
PNT2,replace,và,với,2,2,NLI; QA,QA_26719; NLI_0064,Connectives/Aspect markers
PNT2,replace,đã không,đạ nỏ,2,2,MCQA; QA,MCQA_0123_0; QA_6673,Negation/Function words
PNT2,replace,"""người đâu","""ngài mô",1,1,MCQA,MCQA_0041_7,Interrogatives
PNT2,replace,ba,bố,1,1,SENT,SENT_4885,Kinship/Honorific terms
PNT2,replace,bạn,con,1,1,MCQA,MCQA_0090_6,Predicate vocabulary
PNT2,replace,bạn,lạo,1,1,MCQA,MCQA_0012_5,Kinship/Honorific terms
PNT2,replace,bạn,mày,1,1,SENT,SENT_4745,Pronouns
PNT2,replace,bản,xóm,1,1,MCQA,MCQA_0030_3,Predicate vocabulary
PNT2,replace,bởi vì,do cấy,1,1,NLI,NLI_3201,Connectives/Aspect markers
PNT2,replace,cha mẹ,ba mạ,1,1,SENT,SENT_3067,Kinship/Honorific terms
PNT2,replace,chau,cháu,1,1,SENT,SENT_3273,Predicate vocabulary
PNT2,replace,cho cắm,chó cắn,1,1,SENT,SENT_3273,Connectives/Aspect markers
PNT2,replace,chuẩn tao,ừa tau,1,1,SENT,SENT_0958,Pronouns
PNT2,replace,chàng trai,của anh nớ,1,1,NLI,NLI_0459,Pronouns
PNT2,replace,chôm,cướp,1,1,SENT,SENT_1485,Predicate vocabulary
PNT2,replace,chúng tôi đã,choa đạ,1,1,MCQA,MCQA_0062_0,Pronouns
PNT2,replace,chơi,nhởi,1,1,SENT,SENT_1894,Predicate vocabulary
PNT2,replace,chơi hoặc làm,nhởi hay mần,1,1,SENT,SENT_0958,Connectives/Aspect markers
PNT2,replace,chồng,nhông,1,1,NLI,NLI_6960,Kinship/Honorific terms
PNT2,replace,chứ làm gì,chơ mần chi,1,1,SENT,SENT_0814,Interrogatives
PNT2,replace,chứ nó,chơ hấn,1,1,SENT,SENT_4150,Pronouns
PNT2,replace,chứ đâu,chơ mô,1,1,SENT,SENT_4003,Interrogatives
PNT2,replace,cái này vào,cấy ni vô,1,1,SENT,SENT_2727,Demonstratives/Deixis
PNT2,replace,còn,đăng,1,1,SENT,SENT_3750,Predicate vocabulary
PNT2,replace,cô gái cưới chồng,ả nớ lấy nhông,1,1,NLI,NLI_0716,Pronouns
PNT2,replace,cùng cậu,với cu nớ,1,1,NLI,NLI_5451,Pronouns
PNT2,replace,cũng,còn,1,1,MCQA,MCQA_0141_2,Predicate vocabulary
PNT2,replace,cũng khá,cụng được,1,1,SENT,SENT_0070,Predicate vocabulary
PNT2,replace,cũng không thấy,cụng nỏ chộ,1,1,SENT,SENT_0835,Negation/Function words
PNT2,replace,cũng đều,cụng,1,1,NLI,NLI_0830,Predicate vocabulary
PNT2,replace,cảnh này gặp cũng nhiều,hồi xưa còn bị vén tà áo dài nằm lên bàn,1,1,SENT,SENT_3060,Demonstratives/Deixis
PNT2,replace,dàn,dần,1,1,QA,QA_24045,Orthographic variant
PNT2,replace,dã,dạ,1,1,SENT,SENT_0534,Discourse particles
PNT2,replace,dậy,dị,1,1,MCQA,MCQA_0096_0,Predicate vocabulary
PNT2,replace,dắt,dắc,1,1,SENT,SENT_0814,Predicate vocabulary
PNT2,replace,dọn,đập chơ quỳ như ri có là cây chi mô dừ mới,1,1,SENT,SENT_3060,Interrogatives
PNT2,replace,dữ thấy,tợn bỏ,1,1,SENT,SENT_2148,Predicate vocabulary
PNT2,replace,gia đình,nhà,1,1,QA,QA_25984,Predicate vocabulary
PNT2,replace,giờ mới,dừ mì,1,1,SENT,SENT_3469,Predicate vocabulary
PNT2,replace,giờ nó,dừ hấn,1,1,SENT,SENT_5360,Pronouns
PNT2,replace,giữ,giự,1,1,MCQA,MCQA_0010_3,Predicate vocabulary
PNT2,replace,giữa,giửa,1,1,MCQA,MCQA_0020_2,Predicate vocabulary
PNT2,replace,gàn dở,bị điên,1,1,MCQA,MCQA_0030_3,Predicate vocabulary
PNT2,replace,gì cái,chi cây,1,1,SENT,SENT_4150,Interrogatives
PNT2,replace,gì cũng,chi cụng,1,1,SENT,SENT_0018,Interrogatives
PNT2,replace,gì nó,chi hấn,1,1,SENT,SENT_1222,Pronouns
PNT2,replace,gọi thật,hú thiệt,1,1,MCQA,MCQA_0127_3,Connectives/Aspect markers
PNT2,replace,hoạ,họa,1,1,SENT,SENT_0534,Orthographic variant
PNT2,replace,hôm,bựa,1,1,MCQA,MCQA_0051_0,Orthographic variant
PNT2,replace,hôm,vào bựa,1,1,NLI,NLI_0830,Predicate vocabulary
PNT2,replace,hôm kia đâu,bựa nớ mô,1,1,MCQA,MCQA_0051_0,Interrogatives
PNT2,replace,hôm nay,bữa ni,1,1,MCQA,MCQA_0047_2,Demonstratives/Deixis
PNT2,replace,hôm nay nó,bựa ni hấn,1,1,SENT,SENT_4550,Pronouns
PNT2,replace,hôm nay đâu,bựa ni mô,1,1,MCQA,MCQA_0051_0,Interrogatives
PNT2,replace,hôm nào,bựa mô,1,1,SENT,SENT_5531,Interrogatives
PNT2,replace,hôm nó,bữa hấn,1,1,SENT,SENT_0895,Pronouns
PNT2,replace,hôm tao,bựa tau,1,1,SENT,SENT_1410,Pronouns
PNT2,replace,hôm xưa đâu,mọi hồi mô,1,1,MCQA,MCQA_0051_0,Interrogatives
PNT2,replace,hôm ấy,bữa nớ,1,1,SENT,SENT_3514,Demonstratives/Deixis
PNT2,replace,khi,cấy đoạn,1,1,QA,QA_17771,Noise/Non-linguistic
PNT2,replace,khu vực,mấy đoạn,1,1,QA,QA_3137,Noise/Non-linguistic
PNT2,replace,không làm,nỏ mần,1,1,SENT,SENT_4989,Noise/Non-linguistic
PNT2,replace,không làm gì,nỏ mần chi,1,1,SENT,SENT_2515,Negation/Function words
PNT2,replace,không thấy,nỏ chộ,1,1,MCQA,MCQA_0152_3,Noise/Non-linguistic
PNT2,replace,kkkk,kkk,1,1,SENT,SENT_1161,Noise/Non-linguistic
PNT2,replace,luyện,liệng,1,1,MCQA,MCQA_0004_3,Orthographic variant
PNT2,replace,là gì,cái chi,1,1,QA,QA_18652,Interrogatives
PNT2,replace,làm gì nhìu,mần chi nhiều,1,1,SENT,SENT_3618,Interrogatives
PNT2,replace,làm gì vậy nhỉ,mần chi rứa hè,1,1,SENT,SENT_0343,Interrogatives
PNT2,replace,làm sao,mần răng,1,1,SENT,SENT_4809,Interrogatives
PNT2,replace,làm sao không,mần răng nỏ,1,1,SENT,SENT_4035,Interrogatives
PNT2,replace,làm thế,mần rứa,1,1,SENT,SENT_5154,Interrogatives
PNT2,replace,lúa,ló,1,1,MCQA,MCQA_0042_7,Orthographic variant
PNT2,replace,lười thế,nhác rứa,1,1,MCQA,MCQA_0041_7,Interrogatives
PNT2,replace,lầm,nhầm,1,1,MCQA,MCQA_0016_5,Predicate vocabulary
PNT2,replace,mai này,sau ni,1,1,SENT,SENT_0534,Demonstratives/Deixis
PNT2,replace,mccarthy,mccartthy,1,1,NLI,NLI_0064,Predicate vocabulary
PNT2,replace,mong muốn,ưng,1,1,NLI,NLI_3108,Predicate vocabulary
PNT2,replace,mình,mà,1,1,SENT,SENT_0192,Pronouns
PNT2,replace,móa thiệt chứ tụi này,moá thật chư bọn ni,1,1,SENT,SENT_0343,Pronouns
