model_slug,model,task,id,failed_dialects,dialect_rows,failure_rate,failed_variant_list,standard_text,PNB_text,PNN_text,PNT1_text,PNT2_text,PNT3_text,PNT4_text
llama_3_1_8b_instruct,Llama 3.1 8B,MCQA,MCQA_0095_1,4,6,0.6666666666666666,"PNB, PNT1, PNT2, PNT4","context: Trên cành cây cao có một chiếc lá non bướng bỉnh đòi bay.
Trời nổi dông bão ào ào, mặc cho anh chị níu kéo, nó quyết định thoát ra. Phựt, nó bị một cơn gió mạnh bứt lìa cành. Nó reo vui khi thấy mình bồng bềnh giữa không trung. Nhưng ngay lúc nó đang lâng lâng sung sướng, thì những hạt mưa ném tới tấp vào nó, khiến nó quay cuồng rồi rơi xuống dòng nước lũ. Một lát sau, nó bị rách tơi tả, vật vờ dạt vào bờ suối đầy bùn lầy. Nó bật khóc nức nở.
Nó chỉ muốn quay về với các anh chị ở trên cành cây cao nhưng không thể được nữa rồi. || question: Sau khi bứt lìa cành, rơi xuống dòng nước, chiếc lá non như thế nào? || options: Nó bồng bềnh giữa không trung, bay mãi, bay mãi đến phương trời. | Lạnh buốt và tiếp tục trôi theo dòng nước lũ. | Rách tả tơi, dạt vào bờ suối đầy bùn. | Bị hư và dính đầy bùn.","question: Sau khi đứt lìa cành, rơi xuống dòng nước, chiếc lá non như thế nào? || options: Nó bồng bềnh giữa không trung, bay mãi, bay mãi đến phương trời. | Lạnh buốt và tiếp tục trôi theo dòng nước lũ. | Rách tả tơi, trôi vào bờ suối đầy bùn. | Bị rách và dính đầy bùn.","question: Sau lúc bứt lìa cành, rớt xuống dòng nước, chiếc lá non ra sao? || options: Nó bồng bềnh giữa không trung, bay hoài, bay hoài tới phương trời. | Lạnh buốt rồi tiếp tục trôi theo dòng nước lũ. | Rách tả tơi, tấp vào bờ suối đầy sình. | Bị hư với dính đầy sình.","question: Sau khi bứt lìa cành, rơi xuống dòng nước, chiếc lá non như răng? || options: Nó bồng bềnh giữa không trung, bay mãi, bay mãi tới phương trời. | Lạnh buốt và tiếp tục trôi theo dòng nước lũ. | Rách tả tơi, dạt vô bờ suối đầy bùn. | Bị hư và dính đầy bùn.","question: Sau khi bứt lìa cành, rơi xuống dòng nước, chiếc lá non a răng? || options: Hấn bồng bềnh giữa không trung, bay mãi, bay mãi đến phương trời. | Lạnh buốt và tiếp tục trôi theo dòng nước lũ. | Rách tả tơi, dạt vô bờ suối đầy bùn. | Bị hư và dính đầy bùn.","question: Sau khi bứt lìa cành, rớt xuống dòng nước, chiếc lá non như răng? || options: Hắn bồng bềnh giữa không trung, bay mãi, bay mãi đến phương trời. | Lạnh buốt rồi tiếp tục trôi theo dòng nước lũ. | Rách tả tơi, dạt vô bờ suối toàn bùn. | Bị hư với dính đầy bùn.","question: Sau khi bứt lìa cành, rớt xuống dòng nước, chiếc lá non ra ren? || options: Hén bồng bềnh giữa không trung, bay hoài, bay hoài tới phương trời. | Lạnh buốt và tiếp tục trôi theo dòng nước lũ. | Rách tả tơi, dạt vô bờ suối đầy bùn. | Bị hư và dính đầy bùn."
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,MCQA,MCQA_0002_4,4,6,0.6666666666666666,"PNB, PNT1, PNT3, PNT4","context: Ngay giữa sân trường, sừng sững một cây bàng. Mùa đông, cây vươn dài những cành khẳng khiu, trụi lá. Xuân sang, cành trên cành dưới chi chít những lộc non mơn mởn. Hè về, những tán lá xanh um che mát một khoảng sân trường. Thu đến, từng chùm quả chín vàng trong kẽ lá. || question: Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá? || options: Mùa xuân. | Mùa hạ. | Mùa thu. | Mùa đông.","question: Mùa nào, chúng ta chỉ thấy những cành cây trơ trụi lá? || options: Mùa xuân. | Mùa hạ. | Mùa thu. | Mùa đông.","question: Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá? || options: Mùa xuân. | Mùa hạ. | Mùa thu. | Mùa đông.","question: Mùa mô, chúng ta chỉ thấy những cành cây trơ trọi lá? || options: Mùa xuân. | Mùa hạ. | Mùa thu. | Mùa đông.",question: Mùa mô mà ta chỉ thấy mấy cấy cành cây trơ trọi lá? || options: Mùa xuân. | Mùa hè. | Mùa thu. | Mùa đông.,"question: Mùa mô, chúng ta chỉ chộ mấy cành cây trơ trụi lá? || options: Mùa xun. | Mùa hè. | Mùa thu. | Mùa đông.","question: Mùa mô, tụi mình chỉ thấy mấy cành cây trơ trụi lá? || options: Mùa xuân | Mùa hè | Mùa thu | Mùa đông"
vistral_7b_chat,Vistral 7B,NLI,NLI_6155,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4","premise: Dù vậy, Tang cho biết anh không chấp nhận điều này. || hypothesis: Chưa có chứng cứ nào làm Tang chấp nhận được điều đó.",hypothesis: Chưa có chứng cứ nào khiến Tang chấp nhận được điều đó.,hypothesis: Chưa có bằng chứng nào làm Tang chấp nhận được chuyện đó.,hypothesis: Chưa có bằng chứng mô làm Tang chấp nhận được điều đó.,hypothesis: Chưa có chứng cứ mô mần Tang chấp nhận được điều nớ.,hypothesis: Chưa có chứng cứ mô mần Tang chấp nhận được cấy nớ.,hypothesis: Chưa có chứng cứ mô làm Tang chấp nhận được chuyện nớ.
gemma_2_9b_it,Gemma 2 9B,SENT,SENT_4084,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4",text: em này sao giống chị tao quá vậy,text: em này sao giống chị tao quá vậy,text: em này sao giống chị tao dữ vậy,text: em này sao giống chị tau quá vậy,text: em ni sao giống chị tau rứa,text: kì em ni răng giống chị tau rứa he,text: em ni ren giống chị tao ghê rứa
gemma_3_4b_it,Gemma 3 4B,MCQA,MCQA_0123_6,4,6,0.6666666666666666,"PNN, PNT1, PNT2, PNT4","context: 1. Thuyên và Đồng rời quê đi làm đã mấy năm. Một hôm, hai anh rủ nhau đi chơi thật xa, nhưng đến giữa trưa thì lạc mất đường về. Hai người phải ghé vào cái quán gần đấy để hỏi đường, luôn tiện để ăn cho đỡ đói. Cùng ăn trong quán ấy có ba thanh niên. Họ chuyện trò luôn miệng. Bầu không khí trong quán vui vẻ lạ thường.

2. Lúc đứng lên trả tiền, Thuyên mới biết mình quên chiếc ví ở nhà. Hỏi Đồng, Đồng cũng không mang tiền theo. Hai người đang lúng túng, chợt một trong ba thanh niên bước lại gần, nói:

- Xin hai anh vui lòng cho tôi được trả tiền.

Thuyên ngạc nhiên nhìn anh thanh niên. Trên gương mặt đôn hậu, cặp mắt anh ánh lên vẻ thành thực, dễ mến. Thuyên bối rối:

- Xin lỗi. Tôi quả thật chưa nhớ ra anh là...

Người thanh niên không để Thuyên kịp dứt lời:

- Dạ, không! Bây giờ tôi mới được biết hai anh. Tôi muốn làm quen...

3. Ngừng một lát như để nén nỗi xúc động, anh thanh niên nói tiếp:

- Hai anh đã cho tôi nghe lại giọng nói của mẹ tôi xưa...

Bất ngờ trước tình cảm của người bạn mới, Thuyên mới chỉ biết nói:

- Cảm ơn anh...

Anh thanh niên xua tay:

- Tôi cảm ơn hai anh mới phải.

Rồi người ấy nghẹn ngào:

- Mẹ tôi là người miền Trung... Ba qua đời đã hơn tám năm rồi.

Nói đến đây, người trẻ tuổi lẳng lặng cúi đầu, đôi môi mím chặt lộ vẻ đau thương. Còn Thuyên, Đồng thì bùi ngùi nhớ đến quê hương, yên lặng nhìn nhau, mắt rớm lệ. || question: Chi tiết nào không nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết nào không nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết nào hông nói lên tình cảm của mấy nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ tới quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm hông dìa. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết nào nỏ nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên ví Đồng rời quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết mô nỏ nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm nỏ về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết nào không nói lên tình cảm của mấy nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết mô không nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ tới quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng bỏ quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt chớm lệ."
vistral_7b_chat,Vistral 7B,SENT,SENT_0462,4,6,0.6666666666666666,"PNN, PNT1, PNT3, PNT4",text: tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,text: tao đã từng viết thế này. giờ chả muốn ai đọc chỉ có đem đốt mà lười đốt,text: tao đã từng viết như vầy . bây giờ hông muốn ai đọc chỉ có đốt mà làm biếng đốt,text: tau đã từng vít như ri . bây chừ không mún ai đuộc chỉ cóa đốt mà lười đốt,text: tau đạ từng viết a ri. chừ nỏ muốn ai đọc chỉ có đốt mà nhác đốt,text: tao đã từng viết như ri . chừ nỏ ưng ai đọc chỉ có đốt mà nhác đốt,"text: Ta đã từng viết như ri, bây chừ không muốn ai đọc chỉ có đốt mà ta lười đốt"
gemma_2_9b_it,Gemma 2 9B,SENT,SENT_2217,4,6,0.6666666666666666,"PNN, PNT2, PNT3, PNT4",text: không may thụt chân xuống thì sẽ như thế nào nhỉ chắc là thốn đến tận rốn,"text: Không may thụt chân xuống thì sẽ như thế nào nhỉ, chắc là thốn đến tận rốn.",text: hông may thụt chân xuống thì sẽ sao ta chắc là thốn đến tận rốn,text: không may trượt chân xuống thì sẽ như thế nào nhỉ chắc là thốn đến tận rốn,text: nỏ may thụt chân xuống thì sẽ a răng biết chắc là thốn đến tận rốn,text: nọ may thụt cẳng xuống thì sẽ a răng hè e là thốn thấu lộ tún,text: lỡ thụt chân xuống thì sẽ ren hè chắc là thốn đến tận rốn
qwen_2_5_3b_instruct,Qwen2.5 3B,SENT,SENT_1894,4,6,0.6666666666666666,"PNB, PNT1, PNT2, PNT3","text: trung thi thì liên quan mẹ gì đến việc có gấu , tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi !!","text: trung thu thì liên quan mẹ gì đến việc có người yêu , tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi !!","text: trung thi thì liên quan mẹ gì tới vụ có bồ , tao thà ngồi nhà cho khỏe để coi mấy thằng đó dắt vợ của thằng khác đi chơi !!","text: trung thi thì liên quan mẹ gì đến việc cúa gấu , tau thà ngồi nhà chua khỏe để xiêm mấy thằng nứ dắt vợ của thằng khác đi chơi !!","text: trung thi thì liên quan mẹ chi đến việc có gấu , tau thà ngồi nhà cho khỏe để xem mấy thằng nớ dắt vợ của thằng khác đi nhởi !!","text: trung thi thì liên quan mẹ chi đến việc có gấu , tau thà ngồi nhà cho khỏe để ngó mấy thằng nớ đắc vợ của thằng khác đi rượng !!","text: trung thi thì liên quan mẹ gì đến việc có gấu , tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi !!"
qwen_2_5_3b_instruct,Qwen2.5 3B,SENT,SENT_3094,4,6,0.6666666666666666,"PNN, PNT1, PNT3, PNT4",text: đàn bà ở nhà thế kia không sợ ngoại tình à ? tao đang lo vợ tao đây này,text: đàn bà ở nhà thế kia không sợ ngoại tình à ? tao đang lo vợ tao đây này,text: đàn bà ở nhà vậy hông sợ ngoại tình hả ? tao đang lo vợ tao đây nè,text: đàn bà ở nhà thế kia không sợ ngoại tình à ? tau đang lo vợ tau đây này,text: đàn bà ở nhà rứa nỏ sợ ngoại tình à ? tau đang lo vợ tau đây nì,text: đàn bà ở nhà in rứa nỏ sợ ngoại tình à ? tau đang lo vợ tau đây nì,text: đàn bà ở nhà rứa không sợ ngoại tình hả ? ta đang lo vợ tao đây nè
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,MCQA,MCQA_0055_1,4,6,0.6666666666666666,"PNB, PNN, PNT3, PNT4","context: Một hôm, Vịt con và Gà con đang chơi trốn tìm trong rừng, bỗng nhiên có một con Cáo xuất hiện. Nhìn thấy Cáo, Vịt con sợ quá khóc ầm lên. Gà con thấy thế vội bỏ mặc Vịt con, bay lên cành cây để trốn. Chú giả vờ không nghe, không thấy Vịt con đang hoảng hốt kêu cứu.
Cáo đã đến rất gần, Vịt con sợ quá, quên mất bên cạnh mình có một hồ nước, chú vội vàng nằm giả vờ chết. Cáo vốn không thích ăn thịt chết, nó lại gần Vịt, ngửi vài cái rồi bỏ đi.
Gà con đậu trên cây cao thấy Cảo bỏ đi, liền ngảy xuống. Ai dè ""tùm"" một tiếng, Gà con rơi thẳng xuống nước, cậu chới với kêu:
- ""Cứu tôi với, tôi không biết bơi!""
Vịt con nghe tiếng kêu, không ngần ngại lao xuống cứu Gà con lên bò. Rũ bộ lông ướt sũng, Gà con xấu hổ nói:
- Cậu hãy tha lỗi cho tớ, sau này nhất định tớ sẽ không bao giờ bỏ rơi cậu nữa. || question: Trong lúc nguy hiểm, Vịt con đã làm gì để thoát thân? || options: Vịt con hoảng hốt kêu cứu. | Vịt con vội vàng nằm giả vờ chết. | Vịt con nhảy xuống hồ nước ngay bên cạnh. | Vịt con lặn xuống hồ nước để trốn Cáo.","question: Trong lúc nguy hiểm, Vịt con đã làm gì để thoát nạn? || options: Vịt con hoảng hốt kêu cứu. | Vịt con vội vàng nằm giả vờ chết. | Vịt con nhảy xuống hồ nước ngay bên cạnh. | Vịt con lặn xuống hồ nước để trốn Cáo.","question: Trong lúc nguy hiểm, Vịt con đã làm gì để thoát thân? || options: Vịt con quýnh quáng kêu cứu. | Vịt con vội vàng nằm làm bộ chết. | Vịt con nhảy xuống hồ nước ngay kế bên. | Vịt con lặn xuống hồ nước để trốn Cáo.","question: Trong lúc nguy hiểm, Vịt con đã mằn chi để thoát thân? || options: Vịt con hoảng hốt kêu cứu. | Vịt con vội vàng nằm giả bộ chết. | Vịt con nhảy xuống hồ nác ngay bên cạnh. | Vịt con lặn xuống hồ nước để trốn Cáo.","question: Trong lúc nguy hiểm, Vịt con đã mần chi để thoát thân? || options: Vịt con hoảng hốt kêu cứu. | Vịt con vội vàng nằm giả vờ chết. | Vịt con nhảy xuống hồ nước ngay bên cạnh. | Vịt con lặn xuống hồ nước để trốn Cáo.","question: Trong lúc nguy hiểm, Vịt con đã làm chi để thoát thân? || options: Vịt con hoảng hốt kêu cứu. | Vịt con lật đật nằm giả đò chết. | Vịt con nhảy xuống hồ nước ngay bên cạnh. | Vịt con lặn xuống hồ nước để trốn Cáo.","question: Trong lúc nguy hiểm, Vịt con đã làm ren để thoát thân? || options: Vịt con hoảng sợ kêu cứu. | Vịt con vội vàng nằm giả đò chết. | Vịt con nhảy xuống hồ nước ngay bên cạnh. | Vịt con lặn xuống hồ nước để trốn Cáo."
seallm_7b_chat,SeaLLM 7B,MCQA,MCQA_0069_5,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4","context: Mặt trời gác núi
Bóng tối lan dần,
Anh Đóm chuyên cần
Lên đèn đi gác.

Theo làn gió mát
Đóm đi rất êm
Đi suốt một đêm
Lo cho người ngủ.

Tiếng chị Cò Bợ:
""Ru hỡi! Ru hời!
Hỡi bé tôi ơi,
Ngủ cho ngon giấc"".

Ngoài sông thím Vạc
Lặng lẽ mò tôm
Bên cạnh sao Hôm
Long lanh đáy nước.

Từng bước, từng bước
Vung ngọn đèn lồng
Anh Đóm quay vòng
Như sao bừng nở.

Gà đâu rộn rịp
Gáy sáng đằng đông,
Tắt ngọn đèn lồng
Đóm lui về nghỉ. || question: Anh Đóm lui về nghỉ ngơi khi nào? || options: Khi mặt trăng mọc. | Khi bông hoa nở. | Khi mặt trời lặn. | Khi gà gáy sáng.",question: Anh Đóm quay về nghỉ ngơi khi nào? || options: Khi mặt trăng lên. | Khi bông hoa nở. | Khi mặt trời lặn. | Khi gà gáy sáng.,question: Anh Đóm về nghỉ lúc nào? || options: Lúc mặt trăng mọc. | Lúc bông hoa nở. | Lúc mặt trời lặn. | Lúc gà gáy sáng.,question: Anh Đóm lui về nghỉ ngơi khi mô? || options: Khi mặt trăng mọc. | Khi bông hoa nở. | Khi mặt trời lặn. | Khi gà gáy sáng.,question: Anh Đóm lui về nghỉ ngơi khi mô? || options: Khi mặt trăng mọc. | Khi bông hoa nở. | Khi mặt trời lặn. | Khi gà gáy sáng.,question: Anh Đóm lui về nghỉ ngơi khi mô? || options: Khi mặt trăng mọc. | Khi bông hoa nở. | Khi mặt trời lặn. | Khi gà gáy sáng.,question: Anh Đóm lui về nghỉ ngơi lúc mô? || options: Khi mặt trăng mọc. | Khi bông hoa nở. | Khi mặt trời lặn. | Khi gà gáy sáng.
vistral_7b_chat,Vistral 7B,MCQA,MCQA_0036_5,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4","context: Có một cậu bé được bà sai đi chợ. Bà đưa cho cậu hai đồng và hai cái bát, dặn:
- Cháu mua một đồng tương, một đồng mắm nhé!
Cậu bé vâng dạ, đi ngay. Gần tới chợ, cậu bỗng hớt hải chạy về hỏi bà:
- Bà ơi, bát nào đựng tương, bát nào đựng mắm?
Bà phì cười:
- Bát nào đựng tương, bát nào đựng mắm mà chẳng được.
Cậu bé lại ra đi. Đến chợ, cậu lại ba chân bốn cẳng chạy về, hỏi:
- Nhưng đồng nào mua mắm, đồng nào mua tương ạ? || question: Lần thứ hai, cậu bé lại quay về hỏi bà điều gì? || options: Bát nào là bát tương, bát nào là bát mắm. | Bát nào đựng mắm, bát nào đựng tương. | Đồng nào mua mắm, đồng nào mua tương. | Chọn mắm và tương như thế nào là ngon.","question: Lần thứ hai, cậu bé lại quay về hỏi bà điều gì? || options: Bát nào là bát tương, bát nào là bát mắm. | Bát nào đựng mắm, bát nào đựng tương. | Đồng nào mua mắm, đồng nào mua tương. | Chọn mắm và tương như thế nào là ngon.","question: Lần thứ hai, cậu bé lại quay về hỏi bà điều gì? || options: Chén nào là chén tương, chén nào là chén mắm. | Chén nào đựng mắm, chén nào đựng tương. | Đồng nào mua mắm, đồng nào mua tương. | Chọn mắm và tương như thế nào là ngon.","question: Lần thứ hai, cậu bé lại quay về huổi bà điều chi? || options: Bát mô là bát tương, bát mô là bát mắm. | Bát mô đựng mắm, bát mô đựng tương. | Đồng mô mua mắm, đồng mô mua tương. | Chọn mắm và tương răng là ngon.","question: Lần thứ hai, cậu bé lại quay về hỏi bà điều chi? || options: Bát mô là bát tương, bát mô là bát mắm. | Bát mô đựng mắm, bát mô đựng tương. | Đồng mô mua mắm, đồng mô mua tương. | Chọn mắm và tương a răng là ngon.","question: Lần thứ hai, thằng bé lại quay về hỏi bà cấy chi? || options: Chén mô là chén tương, chén mô là chén mắm. | Chén mô đựng mắm, Chén mô đựng tương. | Đồng mô mua mắm, đồng mô mua tương. | Chọn mắm với tương như răng là ngon.","question: Lần thứ hai, cậu bé lại quay về hỏi bà điều chi? || options: Bát mô là bát tương, bát mô là bát mắm. | Bát mô đựng mắm, bát mô đựng tương. | Đồng mô mua mắm, đồng mô mua tương. | Chọn mắm và tương như răng là ngon."
llama_3_1_8b_instruct,Llama 3.1 8B,SENT,SENT_3906,4,6,0.6666666666666666,"PNB, PNT2, PNT3, PNT4",text: không biết phải mình lúa không . chứ mỗi lần đi du lịch trước khi trả phòng là mình phải dọn sạch sẽ . cứ nghĩ nhận phòng sao thì trả phòng vậy . bị anh chồng la hoài là vậy,text: không biết phải mình lúa không . chứ mỗi lần đi du lịch trước khi trả phòng là mình phải dọn sạch sẽ . cứ nghĩ nhận phòng sao thì trả phòng vậy . bị anh chồng chửi mãi là vậy,text: hông biết phải mình lúa hông . chứ mỗi lần đi du lịch trước khi trả phòng là mình phải dọn sạch sẽ . cứ nghĩ nhận phòng sao thì trả phòng vậy . bị anh chồng la hoài là vậy,text: không biết phải mình lúa không . chứ mỗi lần đi du lịch trước khi trả phòng là mình phải dọn sạch sẽ . cứ nghĩ nhận phòng sao thì trả phòng vậy . bị anh chồng la hoài là vậy,text: nỏ biết phải mình lúa không. chơ mỗi lần đi du lịch trước khi trả phòng là mình phải dọn sạch sẽ . cứ nghĩ nhận phòng răng thì trả phòng rứa. bị anh chồng la hoài là rứa,text: nỏ biết phải miềng ló không . chơ mỗi lần đi du lịch trước khi trả phòng là miềng phải dọn sạch sẽ . cứ nghĩ nhận phòng răng thì trả phòng rứa. bị eng dông nạt mãi mà rứa tê,text: không biết phải mình lúa không . chứ mỗi lần đi du lịch trước khi trả phòng là mình phải dọn sạch sẽ . cứ nghĩ nhận phòng ren thì trả phòng rứa . bị anh chồng la miết là rứa
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,SENT,SENT_4964,4,6,0.6666666666666666,"PNN, PNT1, PNT2, PNT4",text: bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vào . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn này bắn cmm nó đi . quá là ác,text: Bắn cái lũ khốn nạn kia đi. Mấy ông bà lại ăn cho lắm tiền vào. Để cả một thế hệ trẻ em bệnh tật. Làm cho ra lẽ đi. Bọn này bắn cmm nó đi. Quá là ác.,text: bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vô . để cả 1 thế hệ con nít bệnh tật . làm cho ra lẽ đi . tụi này bắn cmm nó đi . ác quá xá,text: bắn cái lũ khốn nạn kia ra . mấy ông bà lại ăn cho lắm tiền vô . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn này bắn chết cụ nó đi . quá là ác,text: bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vô . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn ni bắn cmm nó đi . quá là ác,text: bắn cấy bọn khốn nạn kia ra . mấy ông bà lại ăn cho lắm tiền vô . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn ni bắn cmm hắn đi . quá là ác,text: bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vô. để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn ni bắn cmm nó đi . quá là ác
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,MCQA,MCQA_0010_1,4,6,0.6666666666666666,"PNN, PNT1, PNT2, PNT3","context: Chó nhà Giang đẻ những sáu con. Một hôm, chị Liên bảo:
- Nhiều chó con quá, nhà mình nuôi sao xuể. Bố bảo phải cho bớt đi. 
Giang bàn:
- Mình có thể đem bán chúng, chị ạ.
- Nhưng chị sợ không ai mua đâu. Tốt nhất là ta đem cho bớt đi.
Chiều hôm đó, chị Liên vừa đi học về, Giang đã đợi ngay ở cửa, khoe:
- Em bán được một con chó rồi, chị ạ.
- Em bán được thật ư? Giá bao nhiêu?
Giang đáp:
- Hai mươi ngàn đồng ạ.
- Hai mươi ngàn đồng? - Chị ngạc nhiên. - Thế tiền đâu rồi?
- Đây không phải là mua bán bằng tiền đâu, chị ạ. Em đã đổi một con chó lấy hai chú mèo con. Một con mèo giá mười ngàn đồng đấy. || question: Vì sao cha muốn cho bớt chó con đi? || options: Vì cha không thích chó con. | Vì bố thích đem cho người khác. | Vì nhà hàng xóm xin từ trước. | Vì nhiều quá, nuôi không xuể.","question: Vì sao bố muốn cho bớt chó con đi? || options: Vì bố không thích chó con. | Vì bố thích đem cho người khác. | Vì nhà hàng xóm xin từ trước. | Vì nhiều quá, nuôi không hết.","question: Sao ba muốn cho bớt mấy con chó con đi? || options: Tại ba hổng thích chó con. | Tại ba thích đem cho người ta. | Tại nhà hàng xóm xin hồi trước rồi. | Tại nhiều quá chừng, nuôi hổng xuể.","question: VÌ răng bố muốn cho bớt chóa coan đi? || options: Vì bố không thích chóa coan. | Vì bố thích đem cho người khác. | Vì nhà hàng xóm xin từ tước. | Vì nhiều quớ, nuôi không xuể.","question: Tại răng bố muốn cho bớt chó con đi? || options: Tại bố nỏ thích chó con. | Tại bố thích đem cho ngài khác. | Tại nhà hàng xóm xin từ trước. | Tại nhiều quá, nuôi nỏ xuể.","question: Vì răng bọ ưng cho bớt chó con đi? || options: Vì bọ nỏ ưng chó con. | Vì bọ ưng đem cho họ. | Vì nhà hàng xóm xin từ bựa. | Vì nhiều quái, nuôi nỏ xuể.","question: Vì răng ba muốn cho bớt chó con đi? || options: Vì ba không thích chó con. | Vì ba thích đem cho người khác. | Vì nhà hàng xóm xin từ trước. | Vì nhiều quá, nuôi không xuể."
gemma_2_9b_it,Gemma 2 9B,SENT,SENT_1146,4,6,0.6666666666666666,"PNB, PNT1, PNT2, PNT4",text: giống tao nhưng tay trái tao có thẹo do mẹ tao xưa cắt trúng nên nhìn thẹo để phân biệt thôi chứ kêu phải ứng liền là không được,text: giống tao nhưng tay trái tao có sẹo do mẹ tao xưa cắt trúng nên nhìn sẹo để phân biệt thôi chứ bảo phải ứng ngay là chịu,text: giống tao nhưng tay trái tao có thẹo tại má tao hồi xưa cắt trúng nên nhìn thẹo đặng phân biệt thôi chứ kêu phải ứng liền là hông được,text: giống tao nhưng tay trái tao có sẹo do mẹ tao xưa cắt trúng nên nhìn sẹo để nhận biết thôi chứ kêu phải ứng liền là không được,text: giống tau nhưng tay trái tau có sẹo do mẹ tau xưa cắt trúng nên nhìn sẹo để phân biệt thôi chứ kêu phải ứng liền là nỏ được,text: y tau mà tay trái tau có thẹo do mạ tau hồi ơ cắt trúng bơ nhìn thẹo để phân biệt thôi chơ răng kêu phải ứng luôn được,text: giống ta nhưng tay trái ta có sẹo do mẹ ta xưa cắt trúng nên nhìn sẹo để phân biệt thôi chớ kêu phải ứng liền là không được
